Task #,Driver,Forklift,Workcenter,Part No,Status,Name,Creation Time,Start Time,End Time,Duration (m:s),Distance
7233,Linde 17,Linde 17,Assembly-16,74111-T20-A004-WIP,Completed,Replenishment,11/15/22 06:57 PM,11/16/22 05:54 AM,11/16/22 05:54 AM,00:01,0
7232,Linde 11,Linde 15,Assembly-5,84101-T20-A110-M1-NH900L-HMI,Completed,F/G Put Away,11/15/22 06:46 PM,11/15/22 06:49 PM,11/15/22 06:51 PM,02:19,290
7231,Linde 11,Linde 15,Assembly-8,84191-T20-A010-M1-NH900L-WIP,Completed,Replenishment,11/15/22 06:39 PM,11/15/22 06:42 PM,11/15/22 06:42 PM,00:06,0
7230,Linde 17,Linde 17,Assembly-10,71140-T20-A610-M1-NH696L-HCM,Completed,F/G Put Away,11/15/22 06:33 PM,11/16/22 05:54 AM,11/16/22 05:54 AM,00:01,0
7229,Linde 17,Linde 17,Assembly-16,74111-T20-A004-WIP,Completed,Replenishment,11/15/22 06:30 PM,11/16/22 05:54 AM,11/16/22 05:54 AM,00:01,0
7228,Linde 11,Linde 15,Assembly-5,84101-T20-A110-21-NH900L-WIP,Completed,Replenishment,11/15/22 06:30 PM,11/15/22 06:42 PM,11/15/22 06:42 PM,00:01,0
7227,Linde 17,Linde 17,Assembly-14,74465-T20-A000-HCM,Completed,F/G Put Away,11/15/22 06:27 PM,11/16/22 05:54 AM,11/16/22 05:54 AM,00:01,0
7226,Linde 17,Linde 17,Assembly-16,74110-T20-A000-HCM,Completed,F/G Put Away,11/15/22 06:26 PM,11/16/22 05:33 AM,11/16/22 05:33 AM,00:01,0
7225,Linde 17,Linde 17,Assembly-10,71141-T20-A610-M1-NH696L-WIP,Completed,Replenishment,11/15/22 06:21 PM,11/16/22 05:29 AM,11/16/22 05:33 AM,03:54,179
7224,Linde 17,Linde 17,Assembly-10,71140-T20-A610-M1-NH696L-HCM,Completed,F/G Put Away,11/15/22 05:57 PM,11/16/22 05:29 AM,11/16/22 05:29 AM,00:01,0
7223,Linde 17,Linde 17,Assembly-16,74111-T20-A004-WIP,Completed,Replenishment,11/15/22 05:54 PM,11/16/22 05:28 AM,11/16/22 05:29 AM,00:18,0
7222,Linde 11,Linde 15,Assembly-1,84500-T20-A110-M1-NH900L-HCM,Completed,F/G Put Away,11/15/22 05:50 PM,11/15/22 05:51 PM,11/15/22 05:51 PM,00:02,0
7221,Linde 11,Linde 15,Assembly-1,84500-T20-A112-X0-NH900L-WIP,Completed,Replenishment,11/15/22 05:50 PM,11/15/22 05:50 PM,11/15/22 05:51 PM,00:55,43
7220,Linde 11,Linde 11,Assembly-16,74110-T20-A000-HCM,Completed,F/G Put Away,11/15/22 05:40 PM,11/15/22 05:41 PM,11/15/22 05:41 PM,00:08,0
7219,Linde 11,Linde 11,Assembly-10,71140-T20-A610-M1-NH696L-HCM,Completed,F/G Put Away,11/15/22 05:37 PM,11/15/22 05:37 PM,11/15/22 05:37 PM,00:14,0
7218,Linde 11,Linde 11,Assembly-13,74415-T20-A000-HMI,Completed,F/G Put Away,11/15/22 05:29 PM,11/15/22 05:30 PM,11/15/22 05:30 PM,00:01,0
7217,Linde 11,Linde 11,Assembly-10,71140-T20-A610-M1-NH696L-HCM,Completed,F/G Put Away,11/15/22 05:20 PM,11/15/22 05:21 PM,11/15/22 05:21 PM,00:01,0
7216,Linde 11,Linde 11,Assembly-1,84500-T20-A112-X0-NH900L-WIP,Completed,Replenishment,11/15/22 05:15 PM,11/15/22 05:20 PM,11/15/22 05:20 PM,00:01,0
7215,Linde 11,Linde 11,Assembly-5,84101-T20-A110-M1-NH882L-HMI,Completed,F/G Put Away,11/15/22 05:12 PM,11/15/22 05:20 PM,11/15/22 05:20 PM,00:01,0
7214,Linde 11,Linde 11,Assembly-16,74111-T20-A004-WIP,Completed,Replenishment,11/15/22 05:09 PM,11/15/22 05:20 PM,11/15/22 05:20 PM,00:01,0
7213,Linde 11,Linde 11,Assembly-14A,74465-T20-A000-HMI,Completed,F/G Put Away,11/15/22 05:08 PM,11/15/22 05:20 PM,11/15/22 05:20 PM,00:01,0
7212,Linde 11,Linde 11,Assembly-16,74110-T20-A000-HCM,Completed,F/G Put Away,11/15/22 05:06 PM,11/15/22 05:20 PM,11/15/22 05:20 PM,00:05,0
7211,Linde 11,Linde 11,Assembly-5,84101-T20-A110-21-NH882L-WIP,Completed,Replenishment,11/15/22 05:06 PM,11/15/22 05:06 PM,11/15/22 05:07 PM,00:18,0
7210,Linde 11,Linde 11,Assembly-10,71140-T20-A610-M1-NH696L-HCM,Completed,F/G Put Away,11/15/22 05:03 PM,11/15/22 05:05 PM,11/15/22 05:05 PM,00:01,0
7209,Linde 11,Linde 11,Assembly-13,74415-T20-A000-HMI,Completed,F/G Put Away,11/15/22 04:57 PM,11/15/22 04:57 PM,11/15/22 04:58 PM,00:01,0
7208,Linde 11,Linde 11,Assembly-5,84101-T20-A110-M1-NH882L-HMI,Completed,F/G Put Away,11/15/22 04:57 PM,11/15/22 04:57 PM,11/15/22 04:57 PM,00:01,0
7207,Linde 11,Linde 11,Assembly-17,74110-T20-A000-HMI,Completed,F/G Put Away,11/15/22 04:51 PM,11/15/22 04:53 PM,11/15/22 04:55 PM,02:24,0
7206,Linde 11,Linde 11,Assembly-5,84101-T20-A115-C1-NH882L-WIP,Completed,Replenishment,11/15/22 04:50 PM,11/15/22 04:52 PM,11/15/22 04:53 PM,00:27,0
7205,Linde 11,Linde 11,Assembly-1,84500-T20-A110-M1-NH900L-HCM,Completed,F/G Put Away,11/15/22 04:46 PM,11/15/22 04:46 PM,11/15/22 04:49 PM,02:48,0
7204,Linde 11,Linde 11,Assembly-10,71191-T20-A610-M1-NH696L-WIP,Completed,Replenishment,11/15/22 04:40 PM,11/15/22 04:40 PM,11/15/22 04:44 PM,04:30,0
7203,Linde 11,Linde 11,Assembly-5,84101-T20-A110-M1-NH882L-HMI,Completed,F/G Put Away,11/15/22 04:38 PM,11/15/22 04:39 PM,11/15/22 04:39 PM,00:01,0
7202,Linde 11,Linde 11,Assembly-16,74110-T20-A000-HCM,Completed,F/G Put Away,11/15/22 04:30 PM,11/15/22 04:38 PM,11/15/22 04:39 PM,00:02,0
7201,Linde 11,Linde 11,Assembly-14A,74465-T20-A000-HMI,Completed,F/G Put Away,11/15/22 04:27 PM,11/15/22 04:28 PM,11/15/22 04:28 PM,00:02,0
7200,Linde 11,Linde 11,Assembly-13,74415-T20-A000-HMI,Completed,F/G Put Away,11/15/22 04:26 PM,11/15/22 04:27 PM,11/15/22 04:28 PM,00:05,0
7199,Linde 11,Linde 11,Assembly-10,71190-T20-A610-M1-NH696L-HCM,Completed,F/G Put Away,11/15/22 04:26 PM,11/15/22 04:27 PM,11/15/22 04:27 PM,00:29,0
7198,Linde 11,Linde 11,Assembly-16,74111-T20-A004-WIP,Completed,Replenishment,11/15/22 04:24 PM,11/15/22 04:24 PM,11/15/22 04:27 PM,02:28,0
7197,Linde 11,Linde 11,Assembly-17,74110-T20-A000-HMI,Completed,F/G Put Away,11/15/22 04:15 PM,11/15/22 04:19 PM,11/15/22 04:19 PM,00:01,0
7196,Linde 11,Linde 11,Assembly-8,84191-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,11/15/22 04:13 PM,11/15/22 04:18 PM,11/15/22 04:19 PM,00:06,0
7195,Linde 11,Linde 11,Assembly-1,84500-T20-A112-X0-NH900L-WIP,Completed,Replenishment,11/15/22 04:13 PM,11/15/22 04:13 PM,11/15/22 04:13 PM,00:01,0
7194,Linde 11,Linde 11,Assembly-10,71190-T20-A610-M1-NH696L-HCM,Completed,F/G Put Away,11/15/22 04:05 PM,11/15/22 04:06 PM,11/15/22 04:07 PM,01:12,0
7193,Linde 11,Linde 11,Assembly-1,84500-T20-A110-M1-NH900L-HCM,Completed,F/G Put Away,11/15/22 04:04 PM,11/15/22 04:04 PM,11/15/22 04:04 PM,00:01,0
7192,Linde 11,Linde 11,Assembly-16,74110-T20-A000-HCM,Completed,F/G Put Away,11/15/22 03:53 PM,11/15/22 04:04 PM,11/15/22 04:04 PM,00:01,0
7191,Linde 11,Linde 11,Assembly-14A,74465-T20-A000-NH900L-SBS,Completed,Replenishment,11/15/22 03:50 PM,11/15/22 04:04 PM,11/15/22 04:04 PM,00:01,0
7190,Linde 11,Linde 11,Assembly-9,84141-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,11/15/22 03:44 PM,11/15/22 04:04 PM,11/15/22 04:04 PM,00:09,0
7189,Linde 15,Linde 15,Assembly-7,84111-T20-A016-C3-NH882L-HCM,Completed,F/G Put Away,11/15/22 03:26 PM,11/15/22 03:47 PM,11/15/22 03:50 PM,03:01,190
7188,Linde 15,Linde 15,Assembly-4,84151-T20-A110-M1-NH882L-HMI,Completed,F/G Put Away,11/15/22 03:22 PM,11/15/22 03:47 PM,11/15/22 03:47 PM,00:03,0
7187,Linde 15,Linde 15,Assembly-6,84161-T20-A016-C3-NH882L-HCM,Completed,F/G Put Away,11/15/22 03:19 PM,11/15/22 03:47 PM,11/15/22 03:47 PM,00:01,0
7186,Linde 15,Linde 15,Assembly-3,84131-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,11/15/22 03:19 PM,11/15/22 03:47 PM,11/15/22 03:47 PM,00:01,0
7185,Linde 15,Linde 15,Assembly-7,84111-T20-A016-C3-NH882L-HCM,Completed,F/G Put Away,11/15/22 03:17 PM,11/15/22 03:24 PM,11/15/22 03:24 PM,00:05,0
7184,Linde 17,Linde 17,Assembly-11,77300-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,11/15/22 03:14 PM,11/15/22 03:17 PM,11/15/22 03:17 PM,00:01,0
7183,Linde 15,Linde 15,Assembly-6,84161-T20-A012-21-NH882L-WIP,Completed,Replenishment,11/15/22 03:13 PM,11/15/22 03:24 PM,11/15/22 03:24 PM,00:18,0
7182,Linde 15,Linde 15,Assembly-1,84500-T20-A112-X0-NH900L-WIP,Completed,Replenishment,11/15/22 03:13 PM,11/15/22 03:20 PM,11/15/22 03:21 PM,00:07,0
7181,Linde 17,Linde 17,Assembly-17,74110-T20-A000-HMI,Completed,F/G Put Away,11/15/22 03:12 PM,11/15/22 03:13 PM,11/15/22 03:14 PM,00:36,0
7180,Linde 15,Linde 15,Assembly-8,84191-T20-A010-M1-NH900L-WIP,Completed,Replenishment,11/15/22 03:10 PM,11/15/22 03:13 PM,11/15/22 03:20 PM,07:10,620
7179,Linde 11,Linde 11,Assembly-6,84161-T20-A016-C3-NH882L-HCM,Completed,F/G Put Away,11/15/22 03:08 PM,11/15/22 03:08 PM,11/15/22 03:11 PM,02:58,0
7178,Linde 15,Linde 15,Assembly-4,84151-T20-A110-M1-NH882L-HMI,Completed,F/G Put Away,11/15/22 03:08 PM,11/15/22 03:08 PM,11/15/22 03:09 PM,00:33,0
7177,Linde 15,Linde 15,Assembly-5,84101-T20-A110-M1-NH882L-HCM,Completed,F/G Put Away,11/15/22 03:06 PM,11/15/22 03:06 PM,11/15/22 03:06 PM,00:01,0
7176,Linde 15,Linde 15,Assembly-2,84181-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,11/15/22 03:06 PM,11/15/22 03:06 PM,11/15/22 03:06 PM,00:01,0
7175,Linde 15,Linde 15,Assembly-3,84131-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,11/15/22 03:02 PM,11/15/22 03:06 PM,11/15/22 03:06 PM,00:01,0
7174,Linde 11,Linde 11,Assembly-1,84500-T20-A110-M1-NH900L-HCM,Completed,F/G Put Away,11/15/22 02:56 PM,11/15/22 03:06 PM,11/15/22 03:07 PM,01:20,0
7173,Linde 17,Linde 17,Assembly-11,77300-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,11/15/22 02:53 PM,11/15/22 02:56 PM,11/15/22 02:56 PM,00:01,0
7172,Linde 15,Linde 15,Assembly-7,84111-T20-A016-C3-NH882L-HMI,Completed,F/G Put Away,11/15/22 02:53 PM,11/15/22 03:06 PM,11/15/22 03:06 PM,00:02,0
7171,Linde 17,Linde 17,Assembly-16,74110-T20-A000-HCM,Completed,F/G Put Away,11/15/22 02:52 PM,11/15/22 02:55 PM,11/15/22 02:56 PM,00:02,0
7170,Linde 15,Linde 15,Assembly-5,84101-T20-A110-M1-NH882L-HCM,Completed,F/G Put Away,11/15/22 02:49 PM,11/15/22 03:06 PM,11/15/22 03:06 PM,00:02,0
7169,Linde 15,Linde 15,Assembly-2,84181-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,11/15/22 02:48 PM,11/15/22 03:06 PM,11/15/22 03:06 PM,00:01,0
7168,Linde 15,Linde 15,Assembly-3,84131-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,11/15/22 02:46 PM,11/15/22 03:06 PM,11/15/22 03:06 PM,00:02,0
7167,Linde 15,Linde 15,Assembly-6,84161-T20-A016-C2-NH882L-WIP,Completed,Replenishment,11/15/22 02:44 PM,11/15/22 03:06 PM,11/15/22 03:06 PM,00:01,0
7166,Linde 11,Linde 11,Assembly-7,84111-T20-A016-C3-NH882L-HMI,Completed,F/G Put Away,11/15/22 02:41 PM,11/15/22 03:06 PM,11/15/22 03:06 PM,00:06,0
7165,Linde 17,Linde 17,Assembly-11,77300-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,11/15/22 02:35 PM,11/15/22 02:36 PM,11/15/22 02:36 PM,00:01,0
7164,Linde 15,Linde 15,Assembly-6,84161-T20-A016-C3-NH882L-HMI,Completed,F/G Put Away,11/15/22 02:35 PM,11/15/22 03:05 PM,11/15/22 03:05 PM,00:02,0
7163,Linde 15,Linde 15,Assembly-2,84181-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,11/15/22 02:35 PM,11/15/22 03:05 PM,11/15/22 03:05 PM,00:01,0
7162,Linde 17,Linde 17,Assembly-16,74111-T20-A004-WIP,Completed,Replenishment,11/15/22 02:34 PM,11/15/22 02:36 PM,11/15/22 02:36 PM,00:02,0
7161,Linde 17,Linde 17,Assembly-16,74110-T20-A000-HCM,Completed,F/G Put Away,11/15/22 02:23 PM,11/15/22 02:23 PM,11/15/22 02:23 PM,00:01,0
7160,Linde 17,Linde 17,Assembly-11,77300-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,11/15/22 02:18 PM,11/15/22 02:20 PM,11/15/22 02:20 PM,00:02,0
7159,Linde 15,Linde 15,Assembly-5,84101-T20-A110-M1-NH882L-HCM,Completed,F/G Put Away,11/15/22 02:16 PM,11/15/22 03:05 PM,11/15/22 03:05 PM,00:01,0
7158,Linde 15,Linde 15,Assembly-7,84111-T20-A012-23,Completed,Replenishment,11/15/22 02:12 PM,11/15/22 03:05 PM,11/15/22 03:05 PM,00:01,0
7157,Linde 15,Linde 15,Assembly-7,84111-T20-A016-C3-NH882L-HMI,Completed,F/G Put Away,11/15/22 02:10 PM,11/15/22 03:05 PM,11/15/22 03:05 PM,00:01,0
7156,Linde 15,Linde 15,Assembly-3,84131-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,11/15/22 02:10 PM,11/15/22 02:49 PM,11/15/22 02:49 PM,00:01,0
7155,Linde 15,Linde 15,Assembly-6,84161-T20-A016-C3-NH882L-HMI,Completed,F/G Put Away,11/15/22 02:03 PM,11/15/22 02:49 PM,11/15/22 02:49 PM,00:01,0
7154,Linde 15,Linde 15,Assembly-7,84111-T20-A012-21-NH882L-WIP,Completed,Replenishment,11/15/22 01:59 PM,11/15/22 02:49 PM,11/15/22 02:49 PM,00:01,0
7153,Linde 17,Linde 17,Assembly-11,77300-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,11/15/22 01:57 PM,11/15/22 01:57 PM,11/15/22 01:59 PM,02:07,0
7152,Linde 15,Linde 15,Assembly-1,84500-T20-A112-X0-NH900L-WIP,Completed,Replenishment,11/15/22 01:57 PM,11/15/22 02:49 PM,11/15/22 02:49 PM,00:02,0
7151,Linde 15,Linde 15,Assembly-2,84181-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,11/15/22 01:53 PM,11/15/22 02:49 PM,11/15/22 02:49 PM,00:01,0
7150,Linde 17,Linde 17,Assembly-16,74110-T20-A000-HCM,Completed,F/G Put Away,11/15/22 01:52 PM,11/15/22 01:52 PM,11/15/22 01:52 PM,00:01,0
7149,Linde 15,Linde 15,Assembly-3,84131-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,11/15/22 01:51 PM,11/15/22 02:49 PM,11/15/22 02:49 PM,00:01,0
7148,Linde 15,Linde 15,Assembly-6,84161-T20-A016-C3-NH882L-HMI,Completed,F/G Put Away,11/15/22 01:50 PM,11/15/22 02:49 PM,11/15/22 02:49 PM,00:01,0
7147,Linde 15,Linde 15,Assembly-1,84500-T20-A110-M1-NH900L-HCM,Completed,F/G Put Away,11/15/22 01:46 PM,11/15/22 02:49 PM,11/15/22 02:49 PM,00:01,0
7146,Linde 15,Linde 15,Assembly-7,84111-T20-A016-C3-NH900L-HMI,Completed,F/G Put Away,11/15/22 01:45 PM,11/15/22 02:49 PM,11/15/22 02:49 PM,00:01,0
7145,Linde 15,Linde 15,Assembly-7,84111-T20-A016-C2-NH900L-WIP,Completed,Replenishment,11/15/22 01:40 PM,11/15/22 02:49 PM,11/15/22 02:49 PM,00:07,0
7144,Linde 15,Linde 15,Assembly-5,84101-T20-A110-21-NH900L-WIP,Completed,Replenishment,11/15/22 01:39 PM,11/15/22 02:49 PM,11/15/22 02:49 PM,00:01,0
7143,Linde 15,Linde 15,Assembly-7,84111-T20-A016-C3-NH900L-HMI,Completed,F/G Put Away,11/15/22 01:36 PM,11/15/22 02:49 PM,11/15/22 02:49 PM,00:01,0
7142,Linde 15,Linde 15,Assembly-2,84181-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,11/15/22 01:36 PM,11/15/22 02:48 PM,11/15/22 02:49 PM,00:06,0
7141,Linde 11,Linde 11,Assembly-5,84101-T20-A110-M1-NH900L-HCM,Completed,F/G Put Away,11/15/22 01:29 PM,11/15/22 02:18 PM,11/15/22 02:18 PM,00:02,0
7140,Linde 11,Linde 11,Assembly-2,84181-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,11/15/22 01:24 PM,11/15/22 02:18 PM,11/15/22 02:18 PM,00:06,0
7139,Linde 11,Linde 11,Assembly-7,84111-T20-A016-C3-NH900L-HMI,Completed,F/G Put Away,11/15/22 01:22 PM,11/15/22 02:17 PM,11/15/22 02:17 PM,00:02,0
7138,Linde 17,Linde 17,Assembly-11,77300-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,11/15/22 01:20 PM,11/15/22 01:22 PM,11/15/22 01:23 PM,00:50,14
7137,Linde 11,Linde 11,Assembly-6,84161-T20-A016-C3-NH900L-HMI,Completed,F/G Put Away,11/15/22 01:18 PM,11/15/22 02:17 PM,11/15/22 02:17 PM,00:09,0
7136,Linde 15,Linde 15,Assembly-1,84500-T20-A112-X0-NH900L-WIP,Completed,Replenishment,11/15/22 01:18 PM,11/15/22 01:45 PM,11/15/22 02:48 PM,63:44,4235
7135,Linde 15,Linde 15,Assembly-5,84101-T20-A110-M1-NH900L-HCM,Completed,F/G Put Away,11/15/22 01:16 PM,11/15/22 01:45 PM,11/15/22 01:45 PM,00:01,0
7134,Linde 15,Linde 15,Assembly-4,84151-T20-A110-M1-NH900L-HMI,Completed,F/G Put Away,11/15/22 01:16 PM,11/15/22 01:45 PM,11/15/22 01:45 PM,00:01,0
7133,Linde 15,Linde 15,Assembly-7,84111-T20-A016-C2-NH900L-WIP,Completed,Replenishment,11/15/22 01:11 PM,11/15/22 01:45 PM,11/15/22 01:45 PM,00:02,0
7132,Linde 15,Linde 15,Assembly-2,84181-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,11/15/22 01:09 PM,11/15/22 01:44 PM,11/15/22 01:44 PM,00:01,0
7131,Linde 11,Linde 11,Assembly-7,84111-T20-A016-C3-NH900L-HMI,Completed,F/G Put Away,11/15/22 01:06 PM,11/15/22 01:20 PM,11/15/22 01:21 PM,00:41,0
7130,Linde 17,Linde 17,Assembly-17,74111-T20-A004-HMI-WIP,Completed,Replenishment,11/15/22 01:04 PM,11/15/22 01:07 PM,11/15/22 01:07 PM,00:01,0
7129,Linde 11,Linde 11,Assembly-6,84161-T20-A016-C3-NH900L-HMI,Completed,F/G Put Away,11/15/22 01:04 PM,11/15/22 01:13 PM,11/15/22 01:14 PM,00:40,0
7128,Linde 17,Linde 17,Assembly-17,74110-T20-A000-HMI,Completed,F/G Put Away,11/15/22 01:02 PM,11/15/22 01:07 PM,11/15/22 01:07 PM,00:01,0
7127,Linde 17,Linde 17,Assembly-11,77300-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,11/15/22 01:02 PM,11/15/22 01:06 PM,11/15/22 01:07 PM,01:08,0
7126,Linde 15,Linde 15,Assembly-5,84101-T20-A110-M1-NH900L-HCM,Completed,F/G Put Away,11/15/22 01:02 PM,11/15/22 01:02 PM,11/15/22 01:02 PM,00:01,0
7125,Linde 15,Linde 15,Assembly-4,84151-T20-A110-M1-NH900L-HMI,Completed,F/G Put Away,11/15/22 12:58 PM,11/15/22 01:02 PM,11/15/22 01:02 PM,00:03,0
7124,Linde 15,Linde 15,Assembly-2,84181-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,11/15/22 12:56 PM,11/15/22 01:01 PM,11/15/22 01:02 PM,00:19,0
7123,Linde 17,Linde 17,Assembly-16,74110-T20-A000-HCM,Completed,F/G Put Away,11/15/22 12:55 PM,11/15/22 01:06 PM,11/15/22 01:06 PM,00:01,0
7122,Linde 15,Linde 15,Assembly-7,84111-T20-A016-C3-NH900L-HMI,Completed,F/G Put Away,11/15/22 12:55 PM,11/15/22 01:01 PM,11/15/22 01:01 PM,00:01,0
7121,Linde 15,Linde 15,Assembly-3,84131-T20-A010-M1-NH882L-HCM,Completed,F/G Put Away,11/15/22 12:55 PM,11/15/22 01:01 PM,11/15/22 01:01 PM,00:16,0
7120,Linde 15,Linde 15,Assembly-1,84500-T20-A012-X0-NH900L-WIP,Completed,Replenishment,11/15/22 12:55 PM,11/15/22 01:01 PM,11/15/22 01:01 PM,00:11,0
7119,Linde 15,Linde 15,Assembly-1,84500-T20-A112-X0-NH900L-WIP,Completed,Replenishment,11/15/22 12:53 PM,11/15/22 01:00 PM,11/15/22 01:01 PM,00:03,0
7118,Linde 11,Linde 11,Assembly-6,84161-T20-A016-C2-NH900L-WIP,Completed,Replenishment,11/15/22 12:52 PM,11/15/22 12:58 PM,11/15/22 12:59 PM,00:14,0
7117,Linde 11,Linde 11,Assembly-7,84111-T20-A016-C2-NH900L-WIP,Completed,Replenishment,11/15/22 12:50 PM,11/15/22 12:58 PM,11/15/22 12:58 PM,00:10,0
7116,Linde 11,Linde 11,Assembly-6,84161-T20-A016-C3-NH900L-HMI,Completed,F/G Put Away,11/15/22 12:50 PM,11/15/22 12:57 PM,11/15/22 12:58 PM,00:53,0
7115,Linde 11,Linde 11,Assembly-7,84111-T20-A016-C3-NH900L-HMI,Completed,F/G Put Away,11/15/22 12:46 PM,11/15/22 12:52 PM,11/15/22 12:52 PM,00:16,0
7114,Linde 11,Linde 11,Assembly-7,84111-T20-A012-21-NH900L-WIP,Completed,Replenishment,11/15/22 12:45 PM,11/15/22 12:51 PM,11/15/22 12:51 PM,00:43,0
7113,Linde 15,Linde 15,Assembly-5,84101-T20-A110-M1-NH900L-HCM,Completed,F/G Put Away,11/15/22 12:45 PM,11/15/22 12:50 PM,11/15/22 01:00 PM,10:31,773
7112,Linde 17,Linde 17,Assembly-11,77300-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,11/15/22 12:43 PM,11/15/22 12:43 PM,11/15/22 12:45 PM,01:33,100
7111,Linde 15,Linde 15,Assembly-4,84151-T20-A110-M1-NH900L-HMI,Completed,F/G Put Away,11/15/22 12:43 PM,11/15/22 12:50 PM,11/15/22 12:50 PM,00:10,0
7110,Linde 17,Linde 17,Assembly-16,74110-T20-A000-HCM,Completed,F/G Put Away,11/15/22 12:23 PM,11/15/22 12:39 PM,11/15/22 12:40 PM,01:07,0
7109,Linde 17,Linde 17,Assembly-11,77300-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,11/15/22 12:23 PM,11/15/22 12:23 PM,11/15/22 12:31 PM,07:48,569
7108,Linde 15,Linde 15,Assembly-8,84191-T20-A010-M1-NH900L-WIP,Completed,Replenishment,11/15/22 12:16 PM,11/15/22 12:43 PM,11/15/22 12:43 PM,00:01,0
7107,Linde 17,Linde 17,Assembly-17,74110-T20-A000-HMI,Completed,F/G Put Away,11/15/22 12:13 PM,11/15/22 12:13 PM,11/15/22 12:17 PM,03:41,188
7106,Linde 17,Linde 17,Assembly-11,77300-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,11/15/22 12:04 PM,11/15/22 12:05 PM,11/15/22 12:07 PM,01:35,28
7105,Linde 15,Linde 15,Assembly-6,84161-T20-A016-C3-NH900L-HMI,Completed,F/G Put Away,11/15/22 11:58 AM,11/15/22 12:42 PM,11/15/22 12:43 PM,00:01,0
7104,Linde 15,Linde 15,Assembly-6,84161-T20-A016-C2-NH900L-WIP,Completed,Replenishment,11/15/22 11:56 AM,11/15/22 12:42 PM,11/15/22 12:42 PM,00:01,0
7103,Linde 17,Linde 17,Assembly-16,74110-T20-A000-HCM,Completed,F/G Put Away,11/15/22 11:54 AM,11/15/22 11:57 AM,11/15/22 11:59 AM,02:22,0
7102,Linde 15,Linde 15,Assembly-7,84111-T20-A016-C2-NH900L-WIP,Completed,Replenishment,11/15/22 11:54 AM,11/15/22 12:42 PM,11/15/22 12:42 PM,00:01,0
7101,Linde 15,Linde 15,Assembly-4,84151-T20-A110-M1-NH900L-HMI,Completed,F/G Put Away,11/15/22 11:52 AM,11/15/22 12:42 PM,11/15/22 12:42 PM,00:02,0
7100,Linde 15,Linde 15,Assembly-3,84131-T20-A010-M1-NH882L-HCM,Completed,F/G Put Away,11/15/22 11:52 AM,11/15/22 12:42 PM,11/15/22 12:42 PM,00:01,0
7099,Linde 15,Linde 15,Assembly-7,84111-T20-A016-C3-NH900L-HCM,Completed,F/G Put Away,11/15/22 11:50 AM,11/15/22 12:42 PM,11/15/22 12:42 PM,00:01,0
7098,Linde 15,Linde 15,Assembly-6,84161-T20-A016-C3-NH900L-HMI,Completed,F/G Put Away,11/15/22 11:48 AM,11/15/22 12:42 PM,11/15/22 12:42 PM,00:01,0
7097,Linde 15,Linde 15,Assembly-5,84101-T20-A110-M1-NH900L-HCM,Completed,F/G Put Away,11/15/22 11:46 AM,11/15/22 12:42 PM,11/15/22 12:42 PM,00:01,0
7096,Linde 15,Linde 15,Assembly-2,84181-T20-A010-M1-NH882L-HCM,Completed,F/G Put Away,11/15/22 11:46 AM,11/15/22 12:42 PM,11/15/22 12:42 PM,00:01,0
7095,Linde 15,Linde 15,Assembly-1,84500-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,11/15/22 11:46 AM,11/15/22 12:42 PM,11/15/22 12:42 PM,00:01,0
7094,Linde 17,Linde 17,Assembly-11,77300-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,11/15/22 11:44 AM,11/15/22 11:48 AM,11/15/22 11:56 AM,08:14,669
7093,Linde 15,Linde 15,Assembly-6,84161-T20-A012-21-NH900L-WIP,Completed,Replenishment,11/15/22 11:44 AM,11/15/22 12:42 PM,11/15/22 12:42 PM,00:06,0
7092,Linde 11,Linde 11,Assembly-7,84111-T20-A016-C3-NH900L-HCM,Completed,F/G Put Away,11/15/22 11:41 AM,11/15/22 12:28 PM,11/15/22 12:28 PM,00:27,0
